company_name,BcorporationScore,Climate,FairLabour,FairTrade,Leather_working,bluesign,ScienceBased,FTI,fashionPact
unbelts,89.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
under armour,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0
"under armour, inc.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
under-armour,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
uniqlo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
united arrows,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
united by blue,80.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
united colors of benetton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0
urban outfitters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
urbane & gallant,83.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vagabond shoemakers,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
valentino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
van heusen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0
vanessa montoro,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vanhulley,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0
vaude sport,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vaude sport gmbh & co. kg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
vbl innovations pvt. limited,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
vedante corp,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
veja,84.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
veja fair trade s.a.r.l,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
vero moda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
veronika maine,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
versace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
very,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0
vf corporation,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
victoria's secret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0
vivida lifestyle ltd,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vivobarefoot,98.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vizyon leatherwear,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
volcom-llc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
voz diseño y exportaciones spa,82.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vpl,103.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vsp,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
wallaroo hat company,81.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
walmart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0
we europe bv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
we-ar,94.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weltladen-dachverband e.v.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weltpartner eg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
white house,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
whl,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
williams-sonoma inc,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
wilson sporting goods co.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
wittner,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
wolford ag,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
wolverine world wide inc,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
woolworths,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
woolworths holdings ltd,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
woolworths south africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
workout empire,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worn again,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wortmann schuh-holding kg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
wrangler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0
xinca,97.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yellow108,84.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ykk corporation,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
youngor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zalando,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0
zalando se,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
zara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0
zeeman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
zephyr-graf-x,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
zimba arts,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
zotter schokoladen manufaktur,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
én gry & sif,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
öko,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
