firstname,company_name,BcorporationScore,Climate,FairLabour,FairTrade,Leather_working,bluesign,ScienceBased,FTI,fashionPact
orjin,orjin deri konfeksiyon san ve tic a.s,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
osprey,"osprey packs, inc.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
otto,otto,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
outdoor,"outdoor research, llc",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
outerknown,outerknown,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"outerknown,","outerknown, llc",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
outerstuff-ltd,outerstuff-ltd,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
outland,outland denim,111.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ovs,ovs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0
oxfam,oxfam wereldwinkels,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
oxfam-magasins,oxfam-magasins du monde,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
oxfamintermón,oxfamintermón,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pact,pact apparel,83.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paigh,paigh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
paka,paka,124.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pala,pala eyewear,84.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
panama,panama jack slu,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
pandora,pandora a/s,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
papa,papa,82.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parafina,parafina co.,85.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parker,parker clay,89.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
patagonia,patagonia,151.4,0.0,1.0,0.0,0.0,1.0,0.0,60.0,0.0
pattern,pattern s.p.a.,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
paul,paul & joe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
peak,peak design,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
pela,pela,80.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pellami,pellami due c spa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
pentland,pentland brands plc,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
people,people tree,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pepe,pepe jeans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peruvian,peruvian imports,80.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pidigi,pidigi s.p.a.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pieles,pieles quintana s.a,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
pikolinos,"pikolinos intercontinental, s.a",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
pimalpaka,pimalpaka sac,80.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pimkie,pimkie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
pine,pine tree company for textile manufacturing psc,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pinneco,pinneco research ltd.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poppy,poppy barley,92.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
popsockets,popsockets,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
prada,prada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0
prana,prana,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
prettylittlething,prettylittlething,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
primark,primark,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0
prisma,prisma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
project,project repat,125.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
promod,promod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
pukka,pukka herbs,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pull&bear,pull&bear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0
puma,puma,0.0,1.0,0.0,0.0,1.0,1.0,1.0,57.0,1.0
puma-se,puma-se,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pvh,pvh corp,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
quicksilver,quicksilver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
quimser,quimser sa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
r-collective,r-collective,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r.e.i.,r.e.i. recreational equipment inc.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ralph,ralph lauren,0.0,1.0,0.0,0.0,1.0,0.0,1.0,27.0,1.0
ramatex,ramatex,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
raven,raven + lily,104.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re-wrap,re-wrap association,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
re.,re. pi. co s.p.a,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
re:newcell,re:newcell ab,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reebok,reebok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0
reflect,reflect studio,98.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reformation,reformation,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
regatta,regatta group,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rei,rei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0
reima,reima oy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
reitan,reitan convenience sweden ab,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
reliance,reliance trends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
reserva,reserva,80.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reserved,reserved,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
revolve,revolve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
rhone,rhone,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rhyme&reason,rhyme&reason clothing,81.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
richemont,richemont international sa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ricosta,ricosta schuhfabriken gmbh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
rifo,rifo s.r.l.,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
river,river island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0
riz,riz boardshorts ltd,104.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rose,rose buddha,90.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ross,ross dress for less,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
rowlinson,rowlinson knitwear limited,107.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roxy,roxy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
royal,royal republiq- republiq aps,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
rt,rt knits ltd,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"ruffwear,","ruffwear, inc.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
russell,russell athletic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0
ruyi,ruyi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
s.a.,s.a.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s.c,s.c networks trading srl,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
s.oliver,s.oliver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
sa.,sa.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sackeusab,sackeusab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sainsbury’s-tu,sainsbury’s-tu clothing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0
saint,saint laurent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0
saitex,saitex international,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saks,saks fifth avenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
salomon,salomon,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
salvatore,salvatore ferragamo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0
samsãe,samsãe samsãe,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
sandro,sandro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
sanmar-corporation,sanmar-corporation,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sapphire,sapphire textile mills limited,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sarana,sarana,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sateri,sateri,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
save,save the duck s.p.a.,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
schoeller,schoeller texti ag,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
schwarz,"schwarz gruppe (kaufland stiftung, lidl stiftung, prezero stiftung, schwarz produktion)",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
schöffel,schöffel sportbekleidung gmbh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scm,scm garments pvt limited,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scottish,scottish fair trade forum,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
seams,seams to fit,91.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seasalt,seasalt limited,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
secret,secret pillow project ltd,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
see,see me,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
seepje,seepje,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
selfridges,selfridges group,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
sezane,sezane,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
shared,shared earth,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
shg,shg schuster handelsgesellschaft mbh & co kg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
shokay,shokay,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simbólica,simbólica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
simon,simon li furniture,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
sitka-group,sitka-group,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
siyabonga,siyabonga,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sjaal,sjaal met verhaal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
skechers,skechers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
skfk-skunkfunk,skfk-skunkfunk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skogstad,skogstad sport as,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
skunkfunk,skunkfunk,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sln,sln tekstil ve moda san. tic. a.ş,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slowcolor,slowcolor,128.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smaak,smaak retail bv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
sok,sok corporation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
solidar’monde,solidar’monde,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
soliver-group,soliver-group,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
solmate,solmate socks,91.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
someone,someone somewhere,100.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speedo,speedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0
sports,sports direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
sss,sss silva santos & silva lda,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
stacy,stacy adams shoe company,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
star-tags,star-tags textilimport- und merchandising gmbh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
stay,stay true clothing,117.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stella,stella mccartney,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
step,step by step,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
steve,steve madden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
stradivarius,stradivarius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0
successori,successori reda spa,80.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudara,sudara inc.,81.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sued,sued mod dericilik san. ve tic. ltd. sti.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
sunrise,sunrise group,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
superdry,superdry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
sword,sword & plough,89.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sympatex,sympatex technologies gmbh,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syn,syn allois,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
synergy,synergy clothing inc,82.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syngenta,syngenta,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
szczypta,szczypta świata,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tahoua,tahoua import,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tai,tai wah garment industry sdn. bhd.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
taiga,taiga apparel (pvt.) limited,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
takko,takko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
tal,tal apparel ltd.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tampereen,tampereen kehitysmaakauppa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tapestry,tapestry,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
target,target,0.0,2.0,0.0,0.0,1.0,0.0,1.0,70.0,0.0
tatico,tatico,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tchibo,tchibo,0.0,1.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0
ted,ted baker,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,0.0
tediber,tediber,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temple,temple flower,87.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tendam,tendam,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
tentree,tentree international,124.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tesco,tesco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0
textielwerkplaats,textielwerkplaats sari v.o.f.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
textil,textil del valle,84.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
textiles,textiles y confecciones eco sustentables spa,88.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
teysha,teysha social enterprises,80.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tezenis,tezenis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
the,the big blue bike,557.0,3.0,0.0,5.0,3.0,2.0,4.0,102.0,0.0
therafit,therafit shoe,80.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
therethere,therethere,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thread,thread harvest,80.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
threads,threads 4 thought,92.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thule,thule group,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tiger,tiger of sweden,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
timberland,timberland,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,0.0
tintex,tintex textiles,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tj,tj maxx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
tod's,tod's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
tokmanni,tokmanni oy,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tom,tom ford,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
tommy,tommy bahama,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,0.0
toms,toms,96.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
toms-shoes,toms-shoes,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
top-world-llc,top-world-llc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
topia,topia handels,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
topman,topman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0
topshop,topshop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0
topvalu,topvalu collection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
toral,toral,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tory,tory burch,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
totebag,totebag srl,82.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tous,tous & tous complements slu,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
traidcraft,traidcraft exchange,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
tribe,tribe alive,81.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triumph,triumph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
tropic,tropic knits ltd,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tropical,tropical mountains,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
truworths,truworths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
ts,"ts designs, inc.",80.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tuckerman,tuckerman & co.,82.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twine,twine fair trade company,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u-landsforeningen,u-landsforeningen svalerne,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ugg,ugg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
unbelts,unbelts,89.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
under,under armour,0.0,0.0,0.0,0.0,1.0,0.0,1.0,29.0,0.0
under-armour,under-armour,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
uniqlo,uniqlo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
united,united arrows,80.1,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0
urban,urban outfitters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
urbane,urbane & gallant,83.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vagabond,vagabond shoemakers,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
valentino,valentino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
van,van heusen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0
vanessa,vanessa montoro,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vanhulley,vanhulley,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vans,vans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0
vaude,vaude sport,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
vbl,vbl innovations pvt. limited,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
vedante,vedante corp,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
veja,veja,84.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
vero,vero moda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
veronika,veronika maine,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
versace,versace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
very,very,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0
vf,vf corporation,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
victoria's,victoria's secret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0
vivida,vivida lifestyle ltd,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vivobarefoot,vivobarefoot,98.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vizyon,vizyon leatherwear,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
volcom-llc,volcom-llc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
voz,voz diseño y exportaciones spa,82.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vpl,vpl,103.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vsp,vsp,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
wallaroo,wallaroo hat company,81.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
walmart,walmart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0
we,we europe bv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
we-ar,we-ar,94.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weltladen-dachverband,weltladen-dachverband e.v.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
weltpartner,weltpartner eg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
white,white house,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
whl,whl,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
williams-sonoma,williams-sonoma inc,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
wilson,wilson sporting goods co.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
wittner,wittner,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
wolford,wolford ag,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
wolverine,wolverine world wide inc,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
woolworths,woolworths,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0
workout,workout empire,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worn,worn again,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wortmann,wortmann schuh-holding kg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
wrangler,wrangler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0
xinca,xinca,97.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yellow108,yellow108,84.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ykk,ykk corporation,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
youngor,youngor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zalando,zalando,0.0,0.0,0.0,0.0,1.0,0.0,1.0,39.0,0.0
zara,zara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0
zeeman,zeeman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
zephyr-graf-x,zephyr-graf-x,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
zimba,zimba arts,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
zotter,zotter schokoladen manufaktur,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
én,én gry & sif,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
öko,öko,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
