firstname,company_name,BcorporationScore,Climate,FairLabour,FairTrade,Leather_working,bluesign,ScienceBased,FTI,fashionPact
flavia,flavia aranha comércio e confecção eireli - me,95.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
florsheim,florsheim shoes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
follett-higher-education-group,follett-higher-education-group,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fond,fond of gmbh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
foot,foot locker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
forever,forever 21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
forty-seven-brand,forty-seven-brand,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
forum,forum fairer handel e.v.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
foschini,foschini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
fossil,fossil,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0
frank,frank & eileen,179.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freddie's,freddie's flowers,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
free,free people,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0
fruit,"fruit of the loom, inc.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fruit-loom,fruit-loom,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fundacion,fundacion adsis – equim,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fundación,fundación copade españa,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
fung,fung group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
furla,furla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
fédération,fédération artisans du monde,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
g-star,g-star raw,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0
gabriela,gabriela hearst,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
gallant,gallant international inc.,86.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ganni,ganni,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gant,gant,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
gap,gap,0.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0
gazelle,gazelle sports,90.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gcl,gcl gmbh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
gebana,gebana,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
gebra,gebra nonfood handels gmbh & co kg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
genestyle,genestyle ltd,81.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
georg,georg a. steinmann gmbh & co. kg,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
geox,geox,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
gepa,gepa fair trade company,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
gerry,gerry weber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
gildan,gildan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0
gildan-activewear-inc,gildan-activewear-inc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
globo,globo fair trade partner gmbh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
golite,golite - original,113.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good,"good cloth, llc",274.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gore-wear,gore-wear,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
greater,greater goods limited,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grey,grey rock clothing co.,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greylab,greylab footwear bv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
groupe,groupe beaumanoir,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0
grupo,grupo malwee,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gruppo,gruppo armani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
gucci,gucci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0
guess,guess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
guess?,guess?,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"guess?,","guess?, inc.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gymshark,gymshark,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
h&m,h&m (h&m group),0.0,1.0,0.0,0.0,0.0,0.0,1.0,73.0,1.0
haba,haba sales gmbh & co. kg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
haglofs,haglofs scandinavia ab,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
haglöfs,haglöfs ab,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hakro,hakro gmbh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
halti,halti oy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hamilton,hamilton perkins collection,118.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hanbo,hanbo enterprises ltd.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
handknits,handknits pty ltd,84.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hanes,hanes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0
hanesbrands,hanesbrands,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
hans,hans boodt mannequins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hansoll,hansoll textile ltd.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayleys,hayleys fabric plc,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
heidelberger,heidelberger partnerschaftskaffee,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
heidi.com,heidi.com,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heilan,heilan home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
helly,helly hansen,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0
helpsy,helpsy,85.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hema,hema,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0
hermes,hermes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hermès,hermès,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0
herno,herno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hestra,hestra,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hirsch,hirsch armbã¤nder gmbh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hl,hl display ab,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hoff,"hoff brand, s.l",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hollister,hollister co.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
"holt,","holt, renfrew & co., limited",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hong,hong kong non-woven fabric ind. co. ltd.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hop,hop lun,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotter,hotter,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
houdini,houdini sportswear ab,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
house,house of baukjen,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
howbottle,howbottle,83.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hudson's,hudson's bay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
hugo,hugo boss,0.0,1.0,0.0,0.0,1.0,0.0,1.0,41.0,0.0
hugo-boss,hugo-boss,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hultafors,hultafors group ab,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hush,hush homewear ltd,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hybrid-apparel,hybrid-apparel,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hösėg,hösėg,83.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i.c.d.a,i.c.d.a,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ic,ic group a/s,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
icebox,"icebox knitting, llc",92.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ikea,ikea,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ikks,ikks group sas,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
impi,impi sandals,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
inc,inc,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inc.,inc.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indigenous,indigenous impact fashion,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inditex,inditex,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
ingka,ingka group,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
initiativas,initiativas de economia alternativa y solidaria (ideas),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
insecta,insecta shoes,81.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
interloop,interloop limited,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
international,international federation of organic agriculture movements (ifoam),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
intimissimi,intimissimi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
isbjörn,isbjörn of sweden,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
island,island spirit,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
itl,itl intelligent textile logistics gmbh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ito-yokado,ito-yokado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0
izzy,izzy,86.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,j barbour and sons ltd,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
j-america-inc,j-america-inc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
j.,"j. front retailing co., ltd.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
j.crew,j.crew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
jack,jack & jones,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0
jacobson,jacobson group,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
james,james & co (australia) pvt ltd,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
james&co,james&co (australia) pty ltd,81.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jcpenney,jcpenney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
jd,jd sports,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0
jelt,jelt,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jessica,jessica simpson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jetty,jetty,82.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jil,jil sander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
jockey,jockey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
joe,joe fresh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
john,john lewis,0.0,1.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0
jojo,jojo maman bebe,81.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jordan,jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0
joules,joules ltd,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
just,just trading scotland,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
justfab,justfab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
k-boxing,k-boxing,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k-way,k-way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
kamik,kamik,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
kanika,kanika,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
karen,karen kane,85.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
karethic(terrethic),karethic(terrethic),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
karl,karl lagerfeld,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
karün,karün,85.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kate,kate spade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
kathmandu,kathmandu,82.2,0.0,1.0,0.0,1.0,1.0,0.0,30.0,0.0
kaufland,kaufland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
kawada,"kawada feather co.,ltd.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"keen,","keen, inc.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
kering,kering,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
kiabi,kiabi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
kik,kik,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
kingfisher,kingfisher,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
kitts,kitts,90.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
klättermusen,klättermusen ab,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
kmart,kmart,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0
known,known supply,86.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kohl's,kohl's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
koovs,koovs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
kotn,kotn,95.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kozm,kozm inc.,89.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kusaga,kusaga athletic,89.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kwun,kwun kee leather watch straps mfy. ltd.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
l.,"l. l. bean, inc.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
l2-brands,l2-brands,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
la,la redoute,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0
lacoste,lacoste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0
lakeshirts-inc,lakeshirts-inc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lands',lands' end,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0
lantinga,lantinga vita inc.,80.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lapelle,lapelle srl,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lars,lars partners,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
las,las polleras de agus,87.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
last,last studio,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lateral,"lateral line, inc.",85.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ledaveed,ledaveed,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lenzing,lenzing ag,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
leonhard,leonhard heyden,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
les,les deux aps,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
lever,lever style inc.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
levi,levi strauss & co,0.0,1.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0
li-ning,li-ning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
lidl,lidl,0.0,0.0,0.0,0.0,1.0,0.0,2.0,27.0,0.0
limy,limy inc dba reformation,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lindex,lindex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
little,little bean sprout,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ll,ll bean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
loft,loft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0
lojas,lojas renner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
longchamp,longchamp,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
loomstate,loomstate,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
looptworks,looptworks,111.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
louis,louis vuitton,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0
lt.bo,lt.bo srl,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ltd,ltd,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lulea,lulea mindful athletes s.a.,105.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lululemon,lululemon,0.0,1.0,1.0,0.0,0.0,1.0,1.0,46.0,0.0
luxtra,luxtra,91.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lvmh,lvmh,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"lymi,","lymi, inc. dba reformation",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
macy's,macy's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
magazine,magazine de bijenkorf b.v.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
maisons,maisons du monde,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
majuco,majuco gmbh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
maloja,maloja clothing gmbh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
malone,malone souliers (world wide shoes llp),0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
malongo,malongo,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mammut,mammut,0.0,1.0,0.0,0.0,0.0,1.0,1.0,31.0,0.0
mango,mango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0
mantis,mantis world,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maono,maono,80.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maple,maple company limited,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
marc,marc jacobs,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0
marine,marine leather (margu s.r.l),0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
markberg,markberg aps,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
marks,marks & spencer,0.0,0.0,0.0,0.0,1.0,0.0,1.0,60.0,0.0
marni,marni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
marui,"marui group co.,ltd.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mas,mas holdings (pvt) ltd.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
massimo,massimo dutti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0
matalan,matalan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
matchesfashion.com,matchesfashion.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
max,max mara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mayamiko,mayamiko,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mec,mec mountain equipment company ltd.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mekhada,mekhada,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
merge4,"merge4 mfg, inc",98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
merrell,merrell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
metersbonwe,metersbonwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mexx,mexx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mey,mey gmbh & co.kg und mey herrenwäsche gmbh & co.kg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
michael,michael kors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
micro,micro verkoop b.v (micro fashion),0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mifuko,mifuko,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
migros,migros group,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"migros-genossenschafts-bund,","migros-genossenschafts-bund, abt. sportxx",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
minelli,minelli,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
minka,minka,91.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mitka,mitka,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
miu,miu miu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
mizuno,mizuno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0
moncler,moncler,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,1.0
monoprix,monoprix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0
monsoon,monsoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
moonbird,moonbird designs pty ltd,87.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
morrisons,morrisons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0
mountain,"mountain hardwear, inc.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mountain-equipment-co-op,mountain-equipment-co-op,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
movin,movin,143.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mrp,mrp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
mud,mud jeans international,124.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
muji,muji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
mulberry,mulberry,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
musuchouse,musuchouse,91.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mv-sport-game-inc,mv-sport-game-inc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
n'go,n'go shoes,98.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nahar,nahar industrial enterprises limited,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
neiman,neiman marcus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
nemo,"nemo equipment, inc.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nepalaya,nepalaya,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nestle,nestle,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
new,new balance,0.0,1.0,0.0,0.0,1.0,0.0,0.0,99.0,0.0
new-balance-athletics-inc,new-balance-athletics-inc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
new-era-cap-co-inc,new-era-cap-co-inc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
next,next,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,0.0
nike,nike,0.0,1.0,0.0,0.0,1.0,0.0,0.0,55.0,1.0
"nike,","nike, inc.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
nike-inc,nike-inc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nine,nine west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
nisolo,nisolo,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no,no one without,93.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
noabrands,noabrands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
non-stop,non-stop dogwear as / non-stop polar as,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nordstrom,nordstrom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0
"nordstrom,","nordstrom, inc.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
norrøna,norrøna sports as,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nunn,nunn bush,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nyuzi,nyuzi blackwhite,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
oaklandish,oaklandish,83.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oberalp-salewa,oberalp-salewa group,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
oishi-m,oishi-m,83.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ojoba,ojoba collective,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
olam,olam,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
old,old navy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
oliberte,oliberte limited,80.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olive,"olive apparel (cambodia) co., ltd.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
olukai,olukai,80.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
on,on running,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
onda,onda organica,80.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oorr,oorr,125.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
organic,organic basics,92.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
